0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155020520091056824e-01
2.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.348836421966552734e-01
5.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.630638092756271362e-01
1.000000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.530805677175521851e-01
1.500000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.349970996379852295e-01
3.000000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.545994549989700317e-02
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.156909093260765076e-01
2.000000000000000000e+03,5.000000000000000000e-01,0.000000000000000000e+00,1.383770853281021118e-01
5.000000000000000000e+03,5.000000000000000000e-01,0.000000000000000000e+00,1.604012697935104370e-01
1.000000000000000000e+04,5.000000000000000000e-01,0.000000000000000000e+00,1.562153548002243042e-01
1.500000000000000000e+04,5.000000000000000000e-01,0.000000000000000000e+00,1.390977948904037476e-01
3.000000000000000000e+04,5.000000000000000000e-01,0.000000000000000000e+00,1.032419577240943909e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.175913512706756592e-01
2.000000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.456439346075057983e-01
5.000000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.592768579721450806e-01
1.000000000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00,1.577300578355789185e-01
1.500000000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00,1.508721411228179932e-01
3.000000000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00,1.250634789466857910e-01
0.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,1.282689124345779419e-01
2.000000000000000000e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.477671712636947632e-01
5.000000000000000000e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.563624441623687744e-01
1.000000000000000000e+04,1.500000000000000000e+00,0.000000000000000000e+00,1.489434540271759033e-01
1.500000000000000000e+04,1.500000000000000000e+00,0.000000000000000000e+00,1.377264708280563354e-01
3.000000000000000000e+04,1.500000000000000000e+00,0.000000000000000000e+00,1.224536597728729248e-01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.323946714401245117e-01
2.000000000000000000e+03,2.000000000000000000e+00,0.000000000000000000e+00,1.402006000280380249e-01
5.000000000000000000e+03,2.000000000000000000e+00,0.000000000000000000e+00,1.463342607021331787e-01
1.000000000000000000e+04,2.000000000000000000e+00,0.000000000000000000e+00,1.395873278379440308e-01
1.500000000000000000e+04,2.000000000000000000e+00,0.000000000000000000e+00,1.348499059677124023e-01
3.000000000000000000e+04,2.000000000000000000e+00,0.000000000000000000e+00,1.177040189504623413e-01
0.000000000000000000e+00,2.500000000000000000e+00,0.000000000000000000e+00,1.355742663145065308e-01
2.000000000000000000e+03,2.500000000000000000e+00,0.000000000000000000e+00,1.382210999727249146e-01
5.000000000000000000e+03,2.500000000000000000e+00,0.000000000000000000e+00,1.405503749847412109e-01
1.000000000000000000e+04,2.500000000000000000e+00,0.000000000000000000e+00,1.360325813293457031e-01
1.500000000000000000e+04,2.500000000000000000e+00,0.000000000000000000e+00,1.393535733222961426e-01
